CC	O
NN	O
IN	O
NN	B-movie.name
CD	I-movie.name

VV	O
IN	O
NN	O
IN	O
DT	O
NN	O
IN	O
NP	B-movie.name
CD	I-movie.name

VV	O
NN	O
IN	O
DT	O
NN	O
IN	O
NN	B-movie.name
CD	I-movie.name

VV	O
PP	O
JJR	O
NNS	O
IN	O
DT	O
NN	O
CC	O
NN	O
IN	O
DT	O
NN	O
NN	B-movie.name
CD	I-movie.name

NNS	O
VVP	O
TO	O
VV	O
IN	O
NN	O
IN	O
DT	O
NN	O
CC	O
NN	O
IN	O
DT	O
NN	O
NN	B-movie.name
CD	I-movie.name

NNS	O
VVP	O
TO	O
VV	O
NN	O
IN	O
DT	O
NN	O
IN	O
NN	B-movie.name
CD	I-movie.name

VV	O
PP	O
JJR	O
NN	O
IN	O
DT	O
NN	O
CC	O
NN	O
IN	O
DT	O
NN	O
NN	B-movie.name
CD	I-movie.name

WP	O
NNS	O
VBD	O
IN	O
JJ	B-movie.name
NN	I-movie.name

VV	O
PP	O
DT	O
NNS	O
IN	O
NN	B-movie.name
NN	I-movie.name

VV	O
PP	O
NP	B-movie.name
POS	O
NNS	O

NP	O
MD	O
NP	O
VV	O
DT	O
JJ	O
NN	O
IN	O
DT	B-movie.name
NNS	I-movie.name

NN	O
VVD	O
NN	O
IN	O
DT	B-movie.name
NNS	I-movie.name

WP	O
VVZ	O
NN	B-character.name
IN	O
VVG	B-movie.name
NN	I-movie.name

VV	O
NN	O
CC	O
NN	O
IN	O
DT	O
NN	O
VVG	B-movie.name
NN	I-movie.name

VV	O
PP	O
DT	O
NN	O
CC	O
NN	O
IN	O
VVG	B-movie.name
NN	I-movie.name

VV	O
PP	O
DT	O
NN	O
IN	O
VVG	B-movie.name
NN	I-movie.name

WP	O
VBP	O
DT	O
JJ	O
NNS	O
IN	O
VVG	B-movie.name
NN	I-movie.name

WP	O
VVD	O
IN	O
VVG	B-movie.name
NN	I-movie.name

WP	O
VVZ	O
IN	O
VVG	B-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	O
JJ	O
NN	O
IN	O
NNS	B-movie.name
IN	I-movie.name
JJ	I-movie.name
CD	I-movie.name

NN	O
NNS	O
VVP	O
DT	O
NNS	O
IN	O
JJ	B-movie.name
NN	I-movie.name

VVN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

VV	O
NN	O
CC	O
NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

NN	O
NN	O
CC	O
NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

NN	O
IN	O
DT	O
NN	O
CC	O
NN	O
IN	O
DT	O
NN	O
JJ	B-movie.name
NN	I-movie.name

VV	O
PP	O
DT	O
NN	O
CC	O
NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VVD	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VVD	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	O
NNS	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	O
JJ	O
NN	O
IN	O
JJ	B-movie.name

WP	O
VVD	O
IN	O
NN	B-movie.name

WP	O
VVD	O
IN	O
DT	B-movie.name
NNS	I-movie.name

NNS	O
IN	O
NN	B-movie.name
VBZ	I-movie.name
JJ	I-movie.name

WP	O
VBP	O
DT	O
JJ	O
NNS	O
IN	O
NN	B-movie.name
VBZ	I-movie.name
JJ	I-movie.name

VV	O
DT	O
JJ	O
NN	O
IN	O
DT	O
NN	O
VVN	B-movie.name
JJ	I-movie.name

NN	O
IN	O
NN	B-movie.name
NN	I-movie.name

NNS	O
NNS	O
IN	O
NN	B-movie.name
TO	I-movie.name
VV	I-movie.name

WDT	O
NNS	O
VVN	O
IN	O
NN	B-movie.name

WP	O
VBP	O
RB	O
IN	O
DT	O
NNS	O
IN	O
NN	B-movie.name

WP	O
VBD	O
DT	O
JJ	O
NN	O
IN	O
NN	B-movie.name

WP	O
VVD	O
IN	O
JJ	B-movie.name
NN	I-movie.name
VVG	I-movie.name

WP	O
VVD	O
NN	B-character.name
NN	I-character.name
IN	O
DT	B-movie.name
NNS	I-movie.name

WP	O
VBD	O
DT	O
JJ	O
NN	O
IN	O
DT	B-movie.name
NNS	I-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VVD	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VBD	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

NNS	O
IN	O
NN	B-movie.name
NNS	I-movie.name
CD	I-movie.name

WP	O
VBD	O
DT	O
NN	O
WP	O
VVD	O
NN	B-character.name
IN	O
NN	B-movie.name

WP	O
VVD	O
NN	B-character.name
IN	O
NN	B-movie.name

WP	O
VVD	O
IN	O
DT	B-movie.name
NN	I-movie.name
NN	I-movie.name

NN	O
CC	O
NN	O
IN	O
NN	B-movie.name

NN	O
CC	O
NN	O
IN	O
NN	B-movie.name

NN	O
NN	B-movie.name

NN	B-movie.name
NN	O

NN	O
NN	O
NN	B-movie.name

VV	O
PP	O
NN	B-movie.name
POS	O
NN	O

VV	O
DT	O
NN	O
IN	O
NN	B-movie.name

WP	O
NNS	O
VVD	O
IN	O
DT	O
NN	O
NN	B-movie.name

WP	O
NNS	O
VVN	O
IN	O
DT	O
NNS	O
NN	B-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
NN	B-movie.name

WP	O
VVD	O
IN	O
NN	B-movie.name

WP	O
VVD	O
IN	O
DT	O
NN	O
NN	B-movie.name

WP	O
VVZ	O
IN	O
NN	B-movie.name

WP	O
VBD	O
IN	O
NN	B-movie.name

WP	O
VBD	O
IN	O
DT	O
NN	O
NN	B-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
NN	B-movie.name

NN	O
NN	O
IN	O
NN	B-character.name
NN	I-character.name

WP	O
VBZ	O
IN	O
DT	O
NN	O
CD	B-movie.name
MD	I-movie.name
VV	I-movie.name
DT	I-movie.name
NN	I-movie.name

NN	O
IN	O
VVN	B-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name

WP	O
VBP	O
DT	O
JJ	O
NNS	O
IN	O
DT	O
NN	O

VV	O
PP	O
NN	O
IN	O
DT	O
NN	O
CC	O
NN	O
IN	O
NN	B-movie.name

NNS	O
IN	O
NN	B-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name

MD	O
NNS	O
VV	O
DT	O
NN	O
CC	O
NN	O
IN	O
NN	B-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name

NN	O
CC	O
NN	O
IN	O
NN	B-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name

NN	O
CC	O
NN	O
IN	O
DT	O
NN	O
NN	B-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name

WP	O
VVZ	O
IN	O
DT	O
NN	B-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name

WP	O
VBZ	O
IN	O
NN	O

WP	O
VBZ	O
IN	O
NN	O

WP	O
VBZ	O
IN	O
NN	O

WP	O
VVZ	O
IN	O
NN	B-movie.name

WP	O
VVZ	O
IN	O
NN	B-movie.name

WP	O
VBZ	O
DT	O
NN	O
CC	O
NN	O
IN	O
RB	B-movie.name
NN	I-movie.name

WP	O
VBD	O
IN	O
RB	B-movie.name

NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

VV	O
DT	O
NNS	O
IN	O
NN	B-movie.name

NN	O
CC	O
NN	O
IN	O
NN	B-movie.name

WP	O
VVD	O
RB	O
VV	B-movie.name

WP	O
VBD	O
DT	O
JJ	O
NN	O
IN	O
DT	B-movie.name
NN	I-movie.name
NNS	I-movie.name

NN	O
VVD	O
IN	O
NN	O
NN	B-movie.name

WP	O
VBZ	O
DT	O
NN	O
IN	O
JJ	B-movie.name
JJ	I-movie.name
NN	I-movie.name

VV	O
PP	O
DT	O
NNS	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	B-character.name
NN	I-character.name
NN	I-character.name
IN	O
NN	B-movie.name
IN	I-movie.name
NP	I-movie.name

NN	O
IN	O
NN	B-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
NN	O
NN	B-movie.name
NN	I-movie.name

WP	O
VBZ	O
IN	O
NNS	B-movie.name

WP	O
VBD	O
DT	O
JJ	O
NN	O
IN	O
DT	B-movie.name
NNS	I-movie.name

VV	O
DT	O
NN	O
IN	O
DT	O
NN	O
WP	O
VVD	O
NN	B-character.name
IN	O
DT	O
NN	O
JJ	B-movie.name

DT	O
NN	O
IN	O
DT	O
JJ	O
NN	O
IN	O
DT	O
NN	O
JJ	B-movie.name

WP	O
VBZ	O
DT	O
NN	O
IN	O
DT	O
JJ	O
NN	O
IN	O
DT	O
JJ	B-movie.name

VV	O
PP	O
WP	O
VVD	O
WP	O
NN	O
IN	O
NN	B-movie.name

NP	O
MD	O
VV	O
DT	O
NN	O
IN	O
DT	O
NN	O
IN	O
JJ	B-movie.name
NNS	I-movie.name

WP	O
VBZ	O
DT	O
NN	O
IN	O
DT	O
NN	O
WP	O
VBD	O
IN	O
DT	B-movie.name
NN	I-movie.name
NN	I-movie.name

VV	O
NN	O
IN	O
JJ	O
NN	O
IN	O
DT	O
NN	O
DT	B-movie.name
NN	I-movie.name

VVG	O
IN	O
NNS	O
IN	O
NN	O
NNS	O
IN	O
NN	B-movie.name
CD	I-movie.name

NP	O
NN	O
NN	O
NN	O
IN	O
DT	O
NN	O
IN	O
DT	O
JJ	O
NN	O
IN	O
DT	B-movie.name
NNS	I-movie.name

WP	O
VBD	O
DT	O
NNS	O
IN	O
DT	O
NNS	O
IN	O
NNS	I-movie.name
IN	I-movie.name
NN	I-movie.name

WRB	O
NN	O
VBZ	O
JJ	B-person.name
NN	I-person.name

WRB	O
JJ	B-person.name
NN	I-person.name
VVN	O

WP	O
VBZ	O
NN	B-person.name
NN	I-person.name
POS	O
NN	O

WRB	O
VBD	O
NN	B-person.name
NN	I-person.name
VVN	O

WRB	O
VBZ	O
NN	B-person.name
NN	I-person.name
POS	O
NN	O

WRB	O
NN	O
VBZ	O
NN	B-person.name
NN	I-person.name

WRB	O
RB	O
VVD	O
PP	O
VVD	O
TO	O
VV	O
DT	B-movie.name
JJ	I-movie.name
NN	I-movie.name

WRB	O
RB	O
VVD	O
DT	B-movie.name
JJ	I-movie.name
NN	I-movie.name
NN	O
TO	O
VV	O

WP	O
VBD	O
DT	B-movie.name
JJ	I-movie.name
NN	I-movie.name
NN	O

DT	B-movie.name
NN	I-movie.name
POS	O
NN	O

NN	O
IN	O
DT	B-movie.name
JJ	I-movie.name
NN	I-movie.name

NNS	O
VVP	O
TO	O
VV	O
RP	O
DT	O
NN	O
IN	O
NN	B-movie.name
NNS	I-movie.name

NP	O
MD	O
VV	O
TO	O
VV	O
RP	O
DT	O
NN	O
IN	O
NN	B-movie.name
NNS	I-movie.name

VV	O
IN	O
DT	O
NN	O
IN	O
NN	B-movie.name
NNS	I-movie.name

WRB	O
RB	O
VBD	O
NN	B-movie.name
NNS	I-movie.name
VVN	O
IN	O

WRB	O
RB	O
VBD	O
DT	O
NN	O
IN	O
DT	B-movie.name
NN	I-movie.name
NNS	I-movie.name

WRB	O
RB	O
VVD	O
JJ	B-movie.name
NN	I-movie.name
NN	O

WRB	O
RB	O
VVD	O
NN	O
NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VBD	O
NN	O
NNS	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

NN	O
IN	O
DT	O
NN	O
IN	O
NN	B-movie.name
RB	I-movie.name

NN	O
IN	O
JJ	B-movie.name

NN	O
IN	O
JJ	B-movie.name

NN	O
IN	O
JJ	B-movie.name
NN	O

WRB	O
RB	O
VVD	O
JJ	B-movie.name
NN	O
TO	O
VV	O

WRB	O
RB	O
VBD	O
DT	O
JJ	O
NN	O
IN	O
DT	O
JJ	B-movie.name

WP	O
VBD	O
JJ	B-movie.name
POS	O
NN	O

WP	O
VBD	O
DT	O
NN	O
IN	O
JJ	B-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
VVG	B-movie.name
DT	I-movie.name
NNS	I-movie.name

NN	O
IN	O
NN	B-movie.name

VVG	O
DT	O
NN	O
IN	O
NN	B-movie.name

VVG	O
IN	O
NN	O
NN	B-movie.name
POS	O
NN	O

WP	O
VBZ	O
DT	O
NN	O
IN	O
NN	O
NN	B-movie.name

WRB	O
RB	O
VVD	O
PP	O
VVD	O
TO	O
VV	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WRB	O
RB	O
VVD	O
NNS	B-director.name
NN	I-director.name
VHP	O
TO	O
VV	O
TO	O
VV	O
NN	B-movie.name

NN	B-movie.name
MD	O
VH	O
VVN	O
DT	O
NN	O

VVD	O
DT	O
NN	B-movie.name
NN	O
VHP	O
DT	O
NN	O
IN	O
NN	O

VV	O
PP	O
NN	O
IN	O
DT	O
NN	O
IN	O
NN	B-movie.name

WRB	O
RB	O
VVD	O
PP	O
VVD	O
TO	O
VV	O
NN	B-movie.name

WRB	O
RB	O
VVD	O
DT	O
NN	O
VVP	O
TO	O
VV	O
NN	B-movie.name

WRB	O
JJ	O
NN	O
VBD	O
VVN	O
IN	O
DT	O
NN	B-movie.name
NN	O

NNS	O
VVP	O
TO	O
VV	O
DT	O
NN	O
IN	O
DT	O
NN	O
NN	B-movie.name

NNS	O
VVP	O
TO	O
VV	O
DT	O
NN	B-movie.name
POS	O
NN	O

VV	O
DT	O
NN	O
IN	O
NN	B-movie.name

VV	O
PP	O
WP	O
VBD	O
DT	O
NN	O
IN	O
DT	O
NN	O
NN	B-movie.name

WP	O
VVD	O
DT	O
NN	O
NN	B-movie.name
NN	O
TO	O
VV	O

WP	O
VBD	O
NN	B-movie.name
POS	O
NN	O

WP	O
VBD	O
DT	O
NN	O
IN	O
NN	B-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
NN	B-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
NN	B-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
DT	O
NN	O
NN	B-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
DT	O
NN	O
NN	B-movie.name

WRB	O
RB	O
VVD	O
DT	O
NN	O
NN	B-movie.name
NN	O

WRB	O
JJ	O
NN	O
VBD	O
VVN	O
IN	O
NN	B-movie.name

VV	O
PP	O
DT	O
NN	O
IN	O
DT	O
NN	O
NN	B-movie.name

WRB	O
RB	O
VVD	O
NN	B-movie.name
VVZ	I-movie.name
NN	O

WRB	O
RB	O
VBD	O
PP	O
TO	O
VV	O
DT	O
NN	O
NN	B-movie.name
VVZ	I-movie.name

NN	O
IN	O
DT	B-movie.name
NNS	I-movie.name

WRB	O
RB	O
VVD	O
PP	O
VVP	O
TO	O
VV	O
DT	B-movie.name
NNS	I-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
DT	B-movie.name
NNS	I-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
NN	B-movie.name
NN	I-movie.name

VV	O
IN	O
DT	O
NN	O
IN	O
NN	B-movie.name

NN	O
IN	O
VVN	B-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name

VVN	B-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name
POS	O
NN	O
NN	O
RB	O

VVN	B-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name
POS	O
NN	O

VV	O
PP	O
DT	O
NN	O
IN	O
DT	O
NN	O

NN	O
IN	O
DT	O
NN	B-movie.name

NN	O
NN	O
IN	O
PP$	B-movie.name
JJ	I-movie.name
JJ	I-movie.name
NN	I-movie.name
NN	I-movie.name

VV	O
DT	O
NN	O
IN	O
PP$	B-movie.name
JJ	I-movie.name
JJ	I-movie.name
NN	I-movie.name
NN	I-movie.name

WRB	O
RB	O
VVD	O
PP$	B-movie.name
JJ	I-movie.name
JJ	I-movie.name
NN	I-movie.name
NN	I-movie.name
NN	O

WP	O
VBD	O
DT	O
NN	O
IN	O
PP$	B-movie.name
JJ	I-movie.name
JJ	I-movie.name
NN	I-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	B-movie.name
NN	I-movie.name
NN	I-movie.name
POS	O
NN	O

WRB	O
RB	O
VVD	O
PP	O
VVD	O
TO	O
VV	O
DT	B-movie.name
NN	I-movie.name
NN	I-movie.name

VV	O
DT	O
NN	O
IN	O
VVG	O
DT	B-movie.name
NN	I-movie.name
NN	I-movie.name

MD	O
PP	O
VV	O
DT	O
NN	O
TO	O
VV	O
DT	B-movie.name
NN	I-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
DT	B-movie.name
NN	I-movie.name

MD	O
NNS	O
VV	O
WP	O
DT	B-movie.name
NN	I-movie.name
NN	I-movie.name
POS	O
NN	O
VBD	O

VV	O
PP	O
DT	B-movie.name
NN	I-movie.name
NN	I-movie.name
POS	O
NN	O

WP	O
VBD	O
DT	O
NN	O
IN	O
NN	I-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name

WP	O
VBD	O
DT	O
NN	O
IN	O
JJ	B-movie.name
NN	I-movie.name

WP	O
VBD	O
JJ	B-movie.name
NN	I-movie.name
POS	O
NN	O

WP	O
VVZ	O
JJ	B-actor.name
NNS	I-actor.name
VVP	O
IN	O
VVG	B-movie.name
NN	I-movie.name

WP	O
NN	O
VVD	O
NN	B-actor.name
NNS	I-actor.name
VVP	O
IN	O
NN	B-movie.name
CD	I-movie.name

NN	B-movie.name
NN	I-movie.name
NNS	O

WP	O
NN	O
VVD	O
NN	B-actor.name
NN	I-actor.name
NN	O
IN	O
NN	B-movie.name

WP	O
NN	O
VVD	O
NN	B-actor.name
NNS	I-actor.name
VVP	O
RB	O
VV	B-movie.name

WP	O
VBD	O
NN	B-actor.name
NNS	I-actor.name
NN	O
IN	O
NN	B-movie.name

WP	O
VVD	O
DT	O
NN	O
IN	O
VVN	B-movie.name
IN	I-movie.name
DT	I-movie.name
NN	I-movie.name

VV	O
PP	O
DT	O
NN	O
NN	O
IN	O
DT	O
NN	O

WP	O
VVD	O
DT	O
JJ	O
NN	O
IN	O
NNS	B-movie.name

WRB	O
JJ	O
NNS	O
VVD	O
NN	B-actor.name
NNS	I-actor.name
VVP	O
IN	O
NN	B-actor.name
NNS	I-actor.name

WRB	O
JJ	O
NNS	O
VBD	O
VVN	O
IN	O
CD	B-movie.release_date
CD	I-movie.release_date
CD	I-movie.release_date
NN	I-movie.release_date

WRB	O
JJ	O
NNS	O
VBD	O
VVN	O
IN	O
NN	B-movie.location

WRB	O
JJ	O
NNS	O
VVN	O
IN	O
NN	B-director.name
NN	I-director.name
VHP	O
VBN	O
VVN	O
IN	O
DT	O
NN	B-movie.location
NN	I-movie.location

WRB	O
JJ	O
NNS	O
VHZ	O
NN	B-producer.name
JJ	I-producer.name
VVD	O

WRB	O
JJ	O
NNS	O
VHZ	O
RB	B-producer.name
VVN	O

WRB	O
JJ	O
NNS	O
VVD	O
NN	B-director.name
NN	I-director.name
JJ	O

WRB	O
JJ	O
NNS	O
VHZ	O
NNS	B-actor.name
NNS	I-actor.name
VBN	O
IN	O

WRB	O
JJ	O
NNS	O
VHZ	O
NN	B-producer.name
RB	I-producer.name
VVN	O

WRB	O
JJ	O
NNS	O
VVD	O
DT	O
NN	O
DT	O
NN	B-movie.name
VHP	O

WRB	O
JJ	O
NNS	O
VHZ	O
NNS	B-director.name
NN	I-director.name
VVD	O

WRB	O
JJ	O
NNS	O
VHZ	O
NP	B-actor.name
NP	I-actor.name
VVD	O

NNS	O
VVP	O
WRB	O
JJ	O
NNS	O
NN	B-actor.name
NN	I-actor.name
VBD	O
IN	O
WDT	O
PP	O
VVD	O

WRB	O
JJ	O
NNS	O
VHZ	O
JJ	B-director.name
NN	I-director.name
VVD	O

WRB	O
JJ	O
NNS	O
VVD	O
JJ	B-director.name
JJ	I-director.name
JJ	O

WRB	O
JJ	O
NNS	O
VHZ	O
NN	B-actor.name
NN	I-actor.name
VVN	O
IN	O

WRB	O
JJ	O
NNS	O
VVD	O
NN	B-director.name
JJ	O

WRB	O
JJ	O
NNS	O
VHZ	O
NN	B-actor.name
NN	I-actor.name
VBN	O
IN	O

WRB	O
JJ	O
NNS	O
VVD	O
NN	B-director.name
VVG	I-director.name
JJ	O

WRB	O
JJ	O
NNS	O
VHZ	O
JJ	B-director.name
NN	I-director.name
VVD	O

WRB	O
JJ	O
NNS	O
VHZ	O
NN	B-producer.name
NN	I-producer.name
VVD	O

WRB	O
JJ	O
NNS	O
VVD	O
NN	B-director.name
NN	I-director.name
JJ	O

WRB	O
JJ	O
NNS	O
VVD	O
NN	B-director.name
JJ	O

WRB	O
JJ	O
NNS	O
VHZ	O
NN	B-actor.name
NNS	I-actor.name
VVN	O
IN	O

WRB	O
JJ	O
JJ	B-director.name
NN	I-director.name
NNS	O
VVD	O
NP	B-actor.name
NP	I-actor.name

WRB	O
JJ	O
NNS	O
VHZ	O
VVN	B-actor.name
NNS	I-actor.name
VVN	O
IN	O

WRB	O
JJ	O
NNS	O
VBP	O
VVN	O
IN	O
DT	O
VVN	B-country.name
NNS	I-country.name

WRB	O
VBD	O
NN	B-movie.name
VVN	O

WP	O
NN	O
VVD	O
DT	B-movie.name
NNS	I-movie.name
IN	I-movie.name
NN	I-movie.name
VVN	O
IN	O

NN	O
IN	O
